team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Cascavel CR,Cascavel CR,2025,Brazil,2,1,1,0,1,1,0,0,0,0,1,0,1,1.5,3,0,0,73,73,33,1,1,0,2,1,1,1,0,0,1,1,-1,180,90,0,180,0,90,1,1,0,0,0,0,1,0,1,1,1,0,5,3,2,6,4,2,49,50,48,17,11,6,6,4,2,11,7,4,15,0,15,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2,3,1,1,1,1,0.5,1,0,0.5,0,1,0.5,1,0,0.5,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,2,2,0,1,1,1,1,1,0,1,1,1,1,1,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,100,100,100,100,100,0,100,100,100,100,100,0,100,100,100,100,100,1,0,0,1,0,0,0,0,0,50,0,0,100,0,0,0,0,0,50,100,0,100,50,100,0,0,0,0,50,0,100,50,100,0,2,1,1,100,100,100,1,0,1,50,0,100,0,0,0,0,0,0,50,100,0,50,0,100,0,0,0,2.50,3.00,2.00,3,4,2.00,0,0,0,0,0,0,0,0,1.08,1.32,0.82,1.07,1.03,1.11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50,0,100,0
AD Jequié,Jequié,2025,Brazil,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,74,74,74,1,2,-1,3,3,0,1,0,2,0,-1,0,90,90,0,45,45,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,-1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,1,1,0,2,2,0,3,3,0,1,1,0,2,2,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100,100,0,0,0,0,0,0,0,100,100,0,0.00,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,100,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,100,100,0,0
SC Humaitá,Humaitá,2025,Brazil,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,75,75,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,50,50,0,7,7,0,2,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,1,1,0,100,100,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,1.00,1.00,0.00,0,0,0.00,100,100,100,100,100,100,0,0,0.00,0.81,0.00,0.99,1.99,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0
Capital Clube de Futebol,Capital Brasilia,2025,Brazil,4,3,1,0,2,2,0,1,1,0,1,0,1,1.75,2.33,0,0,76,76,16,4,5,-1,9,5,4,4,0,1,4,3,-4,90,68,0,72,273,23,2,2,0,1,1,0,2,1,1,2,2,0,21,19,2,4,3,1,49,56,29,41,36,5,12,12,0,29,24,5,20,12,8,3,3,0,1,0,1,2,3,-1,2,2,0,1,1,0,1,0,1,1.75,2.33,0,2.25,1.67,4,1,1.33,0,1.25,0.33,4,1,1,1,0.75,1,0,0.25,0,1,3,2,2,2,0,0,2,1,1,1,0,0,1,1,1,1,0,0,1,2,2,2,4,4,1,2,2,2,3,3,0,0,0,0,1,1,75,50,50,50,0,0,67,33,33,33,0,0,100,100,100,100,0,0,25,50,50,50,100,100,33,67,67,67,100,100,0,0,0,0,100,100,3,1,0,2,1,0,1,0,0,75,25,0,67,33,0,100,0,0,50,67,0,54,50,67,0,25,33,0,50,33,100,50,67,0,3,3,0,75,100,0,2,1,1,50,33,100,0,0,0,0,0,0,50,67,0,25,33,0,25,0,100,5.25,6.33,2.00,1.33,1.5,1.00,100,75,75,75,50,50,25,0,1.23,1.45,0.56,1.59,1.40,2.14,75,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,2,2,25,33,0,25,0,100,0
Rio Branco de Venda Nova,Rio Branco-VN,2025,Brazil,2,1,1,0,0,0,0,1,1,0,1,0,1,0.5,1,0,0,77,77,66,0,6,-6,6,0,6,0,0,0,6,0,-6,0,0,0,30,0,15,1,1,0,0,0,0,2,1,1,0,0,0,5,4,1,2,0,2,45,50,40,17,10,7,5,2,3,12,8,4,9,0,9,0,0,0,1,0,1,-1,0,-1,0,0,0,1,1,0,1,0,1,0.5,1,0,3,0,6,0,0,0,3,0,6,0.5,0,1,0,0,0,0.5,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,50,50,50,50,50,50,0,0,0,0,0,0,100,100,100,100,100,100,50,50,50,50,50,50,100,100,100,100,100,100,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,50,0,0,0,0,0,100,0,0,0,0,0,50,50,100,0,0,0,0,100,100,100,0,0,0,1,1,0,50,100,0,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,50,100,0,50,0,100,2.50,4.00,1.00,1,0,2.00,50,0,0,0,0,0,0,0,0.90,0.96,0.84,1.88,0.95,2.80,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,50,100,0,50,0,100,0
Clube Esportivo Operário Várzea-Grandense,CEOV Operário,2025,Brazil,2,2,0,0,0,0,0,1,1,0,1,1,0,0.5,0.5,0,0,78,78,62,0,1,-1,1,1,0,0,0,1,0,-1,0,0,0,0,180,180,0,1,1,0,0,0,0,2,2,0,0,0,0,5,5,0,1,1,0,40,40,0,12,12,0,0,0,0,12,12,0,13,13,0,0,0,0,1,1,0,-1,-1,0,0,0,0,1,1,0,1,1,0,0.5,0.5,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0,0,0,0.5,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,0,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,50,100,100,100,100,100,50,100,100,100,100,100,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,100,100,0,0,0,0,1,1,0,50,50,0,2,2,0,100,100,0,0,0,0,0,0,0,0,0,0,50,50,0,50,50,0,2.50,2.50,0.00,1,1,0.00,100,50,50,50,50,50,50,50,0.11,0.61,0.00,1.66,2.16,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50,50,0,50,50,0,50
Porto Velho FC,Porto Velho,2025,Brazil,2,1,1,0,0,0,0,1,1,0,1,0,1,0.5,1,0,0,79,79,63,1,3,-2,4,0,4,0,1,0,3,0,-2,180,0,90,60,0,30,1,1,0,1,0,1,1,1,0,0,0,0,2,1,1,3,3,0,43,51,34,16,6,10,8,4,4,8,2,6,0,0,0,0,0,0,2,0,2,-2,0,-2,0,0,0,1,1,0,1,0,1,0.5,1,0,2,0,4,0.5,0,1,1.5,0,3,1,0,2,0,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,1,1,50,50,50,50,0,0,0,0,0,0,0,0,100,100,100,100,0,0,50,50,50,50,100,100,100,100,100,100,100,100,0,0,0,0,100,100,1,1,0,0,0,0,1,1,0,50,50,0,0,0,0,100,100,0,0,0,0,0,50,100,0,50,0,100,50,100,0,0,0,0,1,1,0,50,100,0,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,50,100,0,50,0,100,1.00,1.00,1.00,3,3,0.00,50,50,50,50,50,50,0,0,0.99,0.88,1.09,1.25,0.74,1.76,100,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,50,100,0,50,0,100,0
GA Sampaio,GAS,2025,Brazil,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80,80,88,0,4,-4,4,4,0,0,0,4,0,-4,0,0,0,0,23,23,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,50,50,0,16,16,0,4,4,0,12,12,0,0,0,0,0,0,0,1,1,0,-1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,4,4,0,0,0,0,4,4,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,100,100,100,100,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,2.00,2.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.69,1.69,0.00,1.40,2.40,0.00,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,100,100,0,0
Athletic Club (Minas Gerais),Athletic Club,2025,Brazil,2,1,1,0,1,0,1,1,1,0,0,0,0,2,1,3,0,81,81,25,5,4,1,9,6,3,3,2,3,1,0,1,36,30,45,45,30,90,0,0,0,2,1,1,0,0,0,2,1,1,9,4,5,3,3,0,59,68,50,32,18,14,20,10,10,12,8,4,13,13,0,3,1,2,2,2,0,1,-1,2,1,0,1,0,0,0,1,1,0,1.5,0,3,4.5,6,3,2.5,3,2,2,3,1,2.5,3,2,1.5,1,2,1,2,0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,100,100,100,50,50,50,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,50,50,50,0,0,0,0,0,0,0,0,0,100,100,100,2,2,1,1,1,1,1,1,0,100,100,50,100,100,100,100,100,0,50,0,100,-15,0,0,0,100,100,100,0,0,0,100,100,100,1,0,1,50,0,100,0,0,0,0,0,0,1,1,0,50,100,0,50,0,100,0,0,0,50,100,0,4.50,4.00,5.00,3,3,0.00,100,100,100,100,100,50,50,0,2.10,2.26,1.93,1.28,1.54,1.02,100,1,0,1,0,2,0,0,0,1,0,2,0,0,0,0,0,0,2,50,100,0,0,0,0,0
Maracanã EC,Maracanã,2025,Brazil,4,3,1,0,0,0,0,2,2,0,2,1,1,0.5,0.67,0,0,82,82,46,1,5,-4,6,5,1,1,0,4,1,-3,-1,360,273,0,72,68,90,1,1,0,1,1,0,3,2,1,0,0,0,11,11,0,9,4,5,43,48,28,29,27,2,10,10,0,19,17,2,19,7,12,0,0,0,1,1,0,-1,-1,0,0,0,0,3,2,1,1,1,0,0.75,0.67,1,1.5,1.67,1,0.25,0.33,0,1.25,1.33,1,0.25,0.33,0,0,0,0,0.25,0.33,0,3,2,1,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,1,2,3,4,4,4,1,1,2,3,3,3,0,1,1,1,1,1,75,50,25,0,0,0,67,67,33,0,0,0,100,0,0,0,0,0,25,50,75,100,100,100,33,33,67,100,100,100,0,100,100,100,100,100,1,0,0,1,0,0,0,0,0,25,0,0,33,0,0,0,0,0,0,0,0,13,25,33,0,25,33,0,75,67,100,0,0,0,3,2,1,75,67,100,4,3,1,100,100,100,0,0,0,0,0,0,0,0,0,75,67,100,25,33,0,2.75,3.67,0.00,3,2,5.00,75,50,50,50,50,25,25,25,0.93,1.18,0.16,2.08,1.71,3.17,25,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,50,67,0,50,33,100,25
Retrô FC Brasil,Retrô,2025,Brazil,6,2,4,0,1,0,1,4,2,2,1,0,1,1.17,1,1.25,0,83,83,15,7,7,0,14,2,12,1,6,1,6,0,0,77,180,60,77,180,60,1,1,0,5,1,4,1,1,0,2,1,1,20,9,11,8,4,4,36,37,35,57,26,31,20,8,12,37,18,19,69,22,47,5,1,4,3,0,3,2,1,1,3,1,2,2,1,1,1,0,1,1.83,2,1.75,2.33,1,3,1.17,0.5,1.5,1.17,0.5,1.5,1.33,0.5,1.75,0.83,0.5,1,0.5,0,0.75,5,5,2,1,1,0,1,1,0,0,0,0,4,4,2,1,1,0,1,1,4,5,5,6,1,1,2,2,2,2,0,0,2,3,3,4,83,83,33,17,17,0,50,50,0,0,0,0,100,100,50,25,25,0,17,17,67,83,83,100,50,50,100,100,100,100,0,0,50,75,75,100,4,2,2,1,0,0,3,2,2,67,33,33,50,0,0,75,50,50,17,0,25,0,17,50,0,83,50,100,17,50,0,33,50,25,4,2,2,67,100,50,2,1,1,33,50,25,2,0,2,33,0,50,50,50,50,33,50,25,17,0,25,4.00,4.50,3.67,1.6,2,1.33,100,100,80,60,60,60,60,60,1.23,1.41,1.11,1.79,1.80,1.78,83,0,0,1,4,0,0,1,0,1,0,2,1,0,0,2,0,1,1,67,100,50,17,0,25,40
CS Esportivo,CSE,2025,Brazil,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,84,84,82,1,3,-2,4,4,0,1,0,3,0,-2,0,90,90,0,30,30,0,0,0,0,1,1,0,0,0,0,0,0,0,7,7,0,0,0,0,61,61,0,13,13,0,6,6,0,7,7,0,0,0,0,0,0,0,2,2,0,-2,-2,0,0,0,0,0,0,0,1,1,0,0,0,0,4,4,0,1,1,0,3,3,0,2,2,0,0,0,0,2,2,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,100,100,100,100,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,7.00,7.00,0.00,0,0,0.00,100,100,100,0,0,0,0,0,1.08,2.08,0.00,0.00,0.90,0.00,200,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,100,100,0,0
Amazonas FC,Amazonas,2025,Brazil,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,85,85,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3,0,3,5,0,5,50,0,50,10,0,10,2,0,2,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,100,0,100,0,0,0,1,0,1,100,0,100,1,0,1,100,0,100,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,3.00,0.00,3.00,5,0,5.00,100,0,0,0,0,0,0,0,0.00,0.00,0.95,0.00,0.00,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0
Pouso Alegre FC,Pouso Alegre,2025,Brazil,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,86,86,78,0,2,-2,2,2,0,0,0,2,0,-2,0,0,0,0,45,45,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,50,50,0,7,7,0,2,2,0,5,5,0,0,0,0,0,0,0,1,1,0,-1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,2,2,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,100,100,100,100,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0.00,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.01,1.01,0.00,0.28,1.28,0.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,100,100,0,0
Oratório RC,Oratório,2025,Brazil,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,87,87,83,1,3,-2,4,4,0,1,0,3,0,-2,0,90,90,0,30,30,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,50,50,0,4,4,0,2,2,0,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,3,3,0,4,4,0,1,1,0,3,3,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,100,100,100,100,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,100,100,100,0,0,0,0,0,0.00,0.51,0.00,1.43,2.43,0.00,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,100,100,0,0
Guarany FC (Bagé),Guarany de Bagé,2025,Brazil,2,1,1,0,0,0,0,1,1,0,1,0,1,0.5,1,0,0,88,88,64,2,4,-2,6,2,4,1,1,1,3,0,-2,90,90,90,45,90,30,0,0,0,2,1,1,0,0,0,0,0,0,9,6,3,3,3,0,46,54,37,24,18,6,12,9,3,12,9,3,0,0,0,0,0,0,2,0,2,-2,0,-2,0,0,0,1,1,0,1,0,1,0.5,1,0,3,2,4,1,1,1,2,1,3,1,0,2,0,0,0,1,0,2,2,2,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,2,2,0,0,1,1,1,1,0,0,0,0,1,1,100,100,50,50,0,0,100,100,0,0,0,0,100,100,100,100,0,0,0,0,50,50,100,100,0,0,100,100,100,100,0,0,0,0,100,100,1,1,0,0,0,0,1,1,0,50,50,0,0,0,0,100,100,0,0,0,0,25,0,0,0,100,100,100,0,0,0,0,0,0,1,1,0,50,100,0,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,50,100,0,50,0,100,4.50,6.00,3.00,3,3,0.00,100,100,100,50,50,50,50,50,1.45,2.07,0.82,2.04,0.97,3.10,100,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,1,0,50,100,0,50,0,100,50
Barcelona de Ilhéus,Barcelona BA,2025,Brazil,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,89,89,73,1,2,-1,3,3,0,1,0,2,0,-1,0,90,90,0,45,45,0,0,0,0,1,1,0,0,0,0,0,0,0,6,6,0,0,0,0,50,50,0,6,6,0,4,4,0,2,2,0,0,0,0,0,0,0,2,2,0,-2,-2,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,1,1,0,2,2,0,2,2,0,0,0,0,2,2,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,6.00,6.00,0.00,0,0,0.00,100,100,100,100,100,0,0,0,0.02,1.02,0.00,0.93,1.93,0.00,100,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,100,100,0,0
